File,Glycan_Composition,Moiety_Mass_(Da),Glycan_Type,Glycan_Mass_(Da),num_Protein,num_Site,Percent_Relative_Abundance_in_Sample
ID112496_Pool03_MA10140C_6010_031524,Hex(10)HexNAc(2),0,Oligo-Mannose,2026.6869,2,2,0.1159
ID112496_Pool03_MA10140C_6010_031524,Hex(12)HexNAc(2),0,Oligo-Mannose,2350.7925,8,11,0.0759
ID112496_Pool03_MA10140C_6010_031524,Hex(15)HexNAc(2),0,Oligo-Mannose,2836.951,1,1,0
ID112496_Pool03_MA10140C_6010_031524,Hex(3)HexNAc(3),0,Complex/Hybrid,1095.3965,1,1,0.0152
ID112496_Pool03_MA10140C_6010_031524,Hex(4)HexNAc(3),0,Complex/Hybrid,1257.4494,6,6,0.0903
ID112496_Pool03_MA10140C_6010_031524,Hex(4)HexNAc(4),0,Complex/Hybrid,1460.5287,1,1,1.00E-04
ID112496_Pool03_MA10140C_6010_031524,Hex(5)HexNAc(4),0,Complex/Hybrid,1622.5815,4,4,0.2033
ID112496_Pool03_MA10140C_6010_031524,Hex(5)HexNAc(5),0,Complex/Hybrid,1825.6609,1,1,8.00E-04
ID112496_Pool03_MA10140C_6010_031524,Hex(4)HexNAc(6),0,Complex/Hybrid,1866.6874,1,1,4.00E-04
ID112496_Pool03_MA10140C_6010_031524,Hex(8)HexNAc(3),0,Complex/Hybrid,1905.6606,2,2,0.0162
ID112496_Pool03_MA10140C_6010_031524,Hex(6)HexNAc(5),0,Complex/Hybrid,1987.7137,2,2,0.0026
ID112496_Pool03_MA10140C_6010_031524,Hex(7)HexNAc(6),0,Complex/Hybrid,2352.8459,2,4,0.011
ID112496_Pool03_MA10140C_6010_031524,Hex(9)HexNAc(5),0,Complex/Hybrid,2473.8722,1,1,0.001
ID112496_Pool03_MA10140C_6010_031524,Hex(4)HexNAc(9),0,Complex/Hybrid,2475.9255,1,1,0.0024
ID112496_Pool03_MA10140C_6010_031524,Hex(10)HexNAc(6),0,Complex/Hybrid,2839.0043,2,3,0.0035
ID112496_Pool03_MA10140C_6010_031524,Hex(9)HexNAc(7),0,Complex/Hybrid,2880.0309,2,2,0.0036
ID112496_Pool03_MA10140C_6010_031524,Hex(11)HexNAc(6),0,Complex/Hybrid,3001.0572,1,1,0.0059
ID112496_Pool03_MA10140C_6010_031524,Hex(3)HexNAc(3)Fuc(1),0,Complex/Hybrid,1241.4544,5,5,0.0072
ID112496_Pool03_MA10140C_6010_031524,Hex(4)HexNAc(3)Fuc(1),0,Complex/Hybrid,1403.5073,5,5,0.0516
ID112496_Pool03_MA10140C_6010_031524,Hex(3)HexNAc(4)Fuc(1),0,Complex/Hybrid,1444.5338,1,1,6.00E-04
ID112496_Pool03_MA10140C_6010_031524,Hex(4)HexNAc(4)Fuc(1),0,Complex/Hybrid,1606.5866,3,4,0.0092
ID112496_Pool03_MA10140C_6010_031524,Hex(5)HexNAc(4)Fuc(1),0,Complex/Hybrid,1768.6394,6,8,0.5969
ID112496_Pool03_MA10140C_6010_031524,Hex(5)HexNAc(4)Fuc(2),0,Complex/Hybrid,1914.6973,10,11,0.0721
ID112496_Pool03_MA10140C_6010_031524,Hex(6)HexNAc(4)Fuc(1),0,Complex/Hybrid,1930.6923,3,3,0.0721
ID112496_Pool03_MA10140C_6010_031524,Hex(5)HexNAc(5)Fuc(1),0,Complex/Hybrid,1971.7188,3,5,0.0725
ID112496_Pool03_MA10140C_6010_031524,Hex(5)HexNAc(4)Fuc(3),0,Complex/Hybrid,2060.7552,6,9,0.0338
ID112496_Pool03_MA10140C_6010_031524,Hex(6)HexNAc(4)Fuc(2),0,Complex/Hybrid,2076.7502,1,1,0.0035
ID112496_Pool03_MA10140C_6010_031524,Hex(6)HexNAc(5)Fuc(1),0,Complex/Hybrid,2133.7716,1,1,0.001
ID112496_Pool03_MA10140C_6010_031524,Hex(5)HexNAc(4)Fuc(4),0,Complex/Hybrid,2206.8131,6,6,0.0084
ID112496_Pool03_MA10140C_6010_031524,Hex(5)HexNAc(5)Fuc(3),0,Complex/Hybrid,2263.8346,1,2,0.0126
ID112496_Pool03_MA10140C_6010_031524,Hex(6)HexNAc(5)Fuc(2),0,Complex/Hybrid,2279.8295,9,9,0.044
ID112496_Pool03_MA10140C_6010_031524,Hex(5)HexNAc(4)Fuc(5),0,Complex/Hybrid,2352.871,2,2,0.0041
ID112496_Pool03_MA10140C_6010_031524,Hex(6)HexNAc(5)Fuc(3),0,Complex/Hybrid,2425.8874,1,1,7.00E-04
ID112496_Pool03_MA10140C_6010_031524,Hex(7)HexNAc(6)Fuc(2),0,Complex/Hybrid,2644.9617,1,1,0.0111
ID112496_Pool03_MA10140C_6010_031524,Hex(9)HexNAc(6)Fuc(1),0,Complex/Hybrid,2823.0094,1,1,1.00E-04
ID112496_Pool03_MA10140C_6010_031524,Hex(7)HexNAc(7)Fuc(2),0,Complex/Hybrid,2848.0411,1,1,0.0164
ID112496_Pool03_MA10140C_6010_031524,Hex(6)HexNAc(5)Fuc(6),0,Complex/Hybrid,2864.0611,2,4,0.0107
ID112496_Pool03_MA10140C_6010_031524,Hex(7)HexNAc(7)Fuc(3),0,Complex/Hybrid,2994.099,1,1,0.0028
ID112496_Pool03_MA10140C_6010_031524,Hex(8)HexNAc(8)Fuc(1),0,Complex/Hybrid,3067.1153,1,1,0.0065
ID112496_Pool03_MA10140C_6010_031524,Hex(10)HexNAc(6)Fuc(2),0,Complex/Hybrid,3131.1202,1,1,0.0032
ID112496_Pool03_MA10140C_6010_031524,Hex(7)HexNAc(7)Fuc(4),0,Complex/Hybrid,3140.1569,1,1,0.0171
ID112496_Pool03_MA10140C_6010_031524,Hex(8)HexNAc(8)Fuc(2),0,Complex/Hybrid,3213.1732,1,1,0.0074
ID112496_Pool03_MA10140C_6010_031524,Hex(9)HexNAc(8)Fuc(1),0,Complex/Hybrid,3229.1682,1,1,5.00E-04
ID112496_Pool03_MA10140C_6010_031524,Hex(4)HexNAc(3)NeuAc(1),0,Complex/Hybrid,1548.5448,26,43,0.5971
ID112496_Pool03_MA10140C_6010_031524,Hex(5)HexNAc(3)NeuAc(1),0,Complex/Hybrid,1710.5976,1,1,0.0016
ID112496_Pool03_MA10140C_6010_031524,Hex(4)HexNAc(4)NeuAc(1),0,Complex/Hybrid,1751.6241,2,2,0.0088
ID112496_Pool03_MA10140C_6010_031524,Hex(6)HexNAc(3)NeuAc(1),0,Complex/Hybrid,1872.6504,4,5,0.0297
ID112496_Pool03_MA10140C_6010_031524,Hex(3)HexNAc(4)NeuAc(2),0,Complex/Hybrid,1880.6667,2,2,0.0013
ID112496_Pool03_MA10140C_6010_031524,Hex(5)HexNAc(4)NeuAc(1),0,Complex/Hybrid,1913.6769,45,79,7.4309
ID112496_Pool03_MA10140C_6010_031524,Hex(5)HexNAc(4)NeuGc(1),0,Complex/Hybrid,1929.6719,1,1,0.001
ID112496_Pool03_MA10140C_6010_031524,Hex(4)HexNAc(5)NeuAc(1),0,Complex/Hybrid,1954.7035,1,1,7.00E-04
ID112496_Pool03_MA10140C_6010_031524,Hex(6)HexNAc(4)NeuAc(1),0,Complex/Hybrid,2075.7298,8,8,0.0457
ID112496_Pool03_MA10140C_6010_031524,Hex(5)HexNAc(5)NeuAc(1),0,Complex/Hybrid,2116.7563,2,3,0.0677
ID112496_Pool03_MA10140C_6010_031524,Hex(5)HexNAc(4)NeuAc(2),0,Complex/Hybrid,2204.7723,71,137,38.4709
ID112496_Pool03_MA10140C_6010_031524,Hex(5)HexNAc(4)NeuGc(2),0,Complex/Hybrid,2236.7622,1,1,0.01
ID112496_Pool03_MA10140C_6010_031524,Hex(7)HexNAc(4)NeuAc(1),0,Complex/Hybrid,2237.7826,1,1,0.0021
ID112496_Pool03_MA10140C_6010_031524,Hex(6)HexNAc(5)NeuAc(1),0,Complex/Hybrid,2278.8091,13,19,0.2329
ID112496_Pool03_MA10140C_6010_031524,Hex(6)HexNAc(4)NeuAc(2),0,Complex/Hybrid,2366.8252,4,5,0.0313
ID112496_Pool03_MA10140C_6010_031524,Hex(6)HexNAc(4)NeuAc(1)NeuGc(1),0,Complex/Hybrid,2382.8201,1,1,0.0173
ID112496_Pool03_MA10140C_6010_031524,Hex(5)HexNAc(5)NeuAc(2),0,Complex/Hybrid,2407.8517,4,6,0.0274
ID112496_Pool03_MA10140C_6010_031524,Hex(7)HexNAc(4)NeuAc(2),0,Complex/Hybrid,2528.878,2,2,0.0043
ID112496_Pool03_MA10140C_6010_031524,Hex(6)HexNAc(5)NeuAc(2),0,Complex/Hybrid,2569.9045,30,53,3.2867
ID112496_Pool03_MA10140C_6010_031524,Hex(7)HexNAc(6)NeuAc(1),0,Complex/Hybrid,2643.9413,4,5,0.0972
ID112496_Pool03_MA10140C_6010_031524,Hex(7)HexNAc(5)NeuAc(2),0,Complex/Hybrid,2731.9573,1,1,0.0032
ID112496_Pool03_MA10140C_6010_031524,Hex(6)HexNAc(6)NeuAc(2),0,Complex/Hybrid,2772.9839,2,2,0.0059
ID112496_Pool03_MA10140C_6010_031524,Hex(5)HexNAc(7)NeuAc(2),0,Complex/Hybrid,2814.0104,1,1,8.00E-04
ID112496_Pool03_MA10140C_6010_031524,Hex(6)HexNAc(5)NeuAc(3),0,Complex/Hybrid,2860.9999,43,86,14.9966
ID112496_Pool03_MA10140C_6010_031524,Hex(8)HexNAc(5)NeuAc(2),0,Complex/Hybrid,2894.0102,1,1,8.00E-04
ID112496_Pool03_MA10140C_6010_031524,Hex(7)HexNAc(6)NeuAc(2),0,Complex/Hybrid,2935.0367,6,12,0.5253
ID112496_Pool03_MA10140C_6010_031524,Hex(8)HexNAc(7)NeuAc(1),0,Complex/Hybrid,3009.0735,6,8,0.0584
ID112496_Pool03_MA10140C_6010_031524,Hex(7)HexNAc(5)NeuAc(3),0,Complex/Hybrid,3023.0527,3,3,0.0134
ID112496_Pool03_MA10140C_6010_031524,Hex(6)HexNAc(5)NeuAc(4),0,Complex/Hybrid,3152.0953,2,3,0.0108
ID112496_Pool03_MA10140C_6010_031524,Hex(8)HexNAc(8)NeuAc(1),0,Complex/Hybrid,3212.1528,1,1,0.0057
ID112496_Pool03_MA10140C_6010_031524,Hex(7)HexNAc(6)NeuAc(3),0,Complex/Hybrid,3226.1321,9,20,1.3543
ID112496_Pool03_MA10140C_6010_031524,Hex(8)HexNAc(7)NeuAc(2),0,Complex/Hybrid,3300.1689,3,4,0.0055
ID112496_Pool03_MA10140C_6010_031524,Hex(6)HexNAc(6)NeuAc(4),0,Complex/Hybrid,3355.1747,1,1,0.0053
ID112496_Pool03_MA10140C_6010_031524,Hex(7)HexNAc(7)NeuAc(3),0,Complex/Hybrid,3429.2115,1,1,0.0059
ID112496_Pool03_MA10140C_6010_031524,Hex(11)HexNAc(7)NeuAc(1),0,Complex/Hybrid,3495.2319,1,2,0.0309
ID112496_Pool03_MA10140C_6010_031524,Hex(8)HexNAc(8)NeuAc(2),0,Complex/Hybrid,3503.2482,1,1,0.012
ID112496_Pool03_MA10140C_6010_031524,Hex(7)HexNAc(6)NeuAc(4),0,Complex/Hybrid,3517.2275,10,17,1.1332
ID112496_Pool03_MA10140C_6010_031524,Hex(10)HexNAc(8)NeuAc(1),0,Complex/Hybrid,3536.2585,1,1,0.0061
ID112496_Pool03_MA10140C_6010_031524,Hex(8)HexNAc(7)NeuAc(3),0,Complex/Hybrid,3591.2643,3,4,0.0818
ID112496_Pool03_MA10140C_6010_031524,Hex(7)HexNAc(6)NeuAc(5),0,Complex/Hybrid,3808.3229,3,6,0.0227
ID112496_Pool03_MA10140C_6010_031524,Hex(8)HexNAc(7)NeuAc(4),0,Complex/Hybrid,3882.3597,2,2,0.0648
ID112496_Pool03_MA10140C_6010_031524,Hex(8)HexNAc(8)NeuAc(4),0,Complex/Hybrid,4085.4391,1,2,0.001
ID112496_Pool03_MA10140C_6010_031524,Hex(8)HexNAc(7)NeuAc(5),0,Complex/Hybrid,4173.4551,1,2,0.0115
ID112496_Pool03_MA10140C_6010_031524,Hex(4)HexNAc(3)NeuAc(1)Fuc(1),0,Complex/Hybrid,1694.6027,5,7,0.0372
ID112496_Pool03_MA10140C_6010_031524,Hex(5)HexNAc(3)NeuAc(1)Fuc(1),0,Complex/Hybrid,1856.6555,2,2,0.0191
ID112496_Pool03_MA10140C_6010_031524,Hex(4)HexNAc(4)NeuAc(1)Fuc(1),0,Complex/Hybrid,1897.682,5,5,0.1028
ID112496_Pool03_MA10140C_6010_031524,Hex(4)HexNAc(3)NeuAc(2)Fuc(1),0,Complex/Hybrid,1985.6981,1,1,0.0036
ID112496_Pool03_MA10140C_6010_031524,Hex(6)HexNAc(3)NeuAc(1)Fuc(1),0,Complex/Hybrid,2018.7083,3,3,0.0273
ID112496_Pool03_MA10140C_6010_031524,Hex(5)HexNAc(4)NeuAc(1)Fuc(1),0,Complex/Hybrid,2059.7348,25,31,3.0603
ID112496_Pool03_MA10140C_6010_031524,Hex(4)HexNAc(5)NeuAc(1)Fuc(1),0,Complex/Hybrid,2100.7614,2,3,0.0689
ID112496_Pool03_MA10140C_6010_031524,Hex(5)HexNAc(4)NeuAc(1)Fuc(2),0,Complex/Hybrid,2205.7927,20,26,0.1392
ID112496_Pool03_MA10140C_6010_031524,Hex(6)HexNAc(4)NeuAc(1)Fuc(1),0,Complex/Hybrid,2221.7877,12,13,0.2369
ID112496_Pool03_MA10140C_6010_031524,Hex(5)HexNAc(5)NeuAc(1)Fuc(1),0,Complex/Hybrid,2262.8142,10,13,1.3436
ID112496_Pool03_MA10140C_6010_031524,Hex(4)HexNAc(4)NeuAc(2)Fuc(2),0,Complex/Hybrid,2334.8353,1,1,0.0021
ID112496_Pool03_MA10140C_6010_031524,Hex(5)HexNAc(4)NeuAc(2)Fuc(1),0,Complex/Hybrid,2350.8302,45,71,3.5836
ID112496_Pool03_MA10140C_6010_031524,Hex(5)HexNAc(4)NeuAc(1)Fuc(3),0,Complex/Hybrid,2351.8506,12,14,0.0796
ID112496_Pool03_MA10140C_6010_031524,Hex(5)HexNAc(4)NeuAc(1)NeuGc(1)Fuc(1),0,Complex/Hybrid,2366.8252,1,1,0.0281
ID112496_Pool03_MA10140C_6010_031524,Hex(6)HexNAc(4)NeuAc(1)Fuc(2),0,Complex/Hybrid,2367.8456,3,3,0.0272
ID112496_Pool03_MA10140C_6010_031524,Hex(5)HexNAc(4)NeuGc(2)Fuc(1),0,Complex/Hybrid,2382.8201,1,1,0.0391
ID112496_Pool03_MA10140C_6010_031524,Hex(5)HexNAc(5)NeuAc(1)Fuc(2),0,Complex/Hybrid,2408.8721,3,4,0.0208
ID112496_Pool03_MA10140C_6010_031524,Hex(6)HexNAc(5)NeuAc(1)Fuc(1),0,Complex/Hybrid,2424.867,8,11,0.1698
ID112496_Pool03_MA10140C_6010_031524,Hex(6)HexNAc(3)NeuAc(2)Fuc(2),0,Complex/Hybrid,2455.8616,2,2,0.0056
ID112496_Pool03_MA10140C_6010_031524,Hex(5)HexNAc(6)NeuAc(1)Fuc(1),0,Complex/Hybrid,2465.8936,1,1,8.00E-04
ID112496_Pool03_MA10140C_6010_031524,Hex(5)HexNAc(4)NeuAc(2)Fuc(2),0,Complex/Hybrid,2496.8881,5,5,0.0332
ID112496_Pool03_MA10140C_6010_031524,Hex(6)HexNAc(4)NeuAc(2)Fuc(1),0,Complex/Hybrid,2512.8831,1,1,0.0089
ID112496_Pool03_MA10140C_6010_031524,Hex(5)HexNAc(5)NeuAc(2)Fuc(1),0,Complex/Hybrid,2553.9096,5,8,0.2329
ID112496_Pool03_MA10140C_6010_031524,Hex(5)HexNAc(5)NeuAc(1)Fuc(3),0,Complex/Hybrid,2554.93,1,2,0.0057
ID112496_Pool03_MA10140C_6010_031524,Hex(6)HexNAc(5)NeuAc(1)Fuc(2),0,Complex/Hybrid,2570.9249,7,12,0.0907
ID112496_Pool03_MA10140C_6010_031524,Hex(7)HexNAc(5)NeuAc(1)Fuc(1),0,Complex/Hybrid,2586.9198,1,1,0.006
ID112496_Pool03_MA10140C_6010_031524,Hex(6)HexNAc(6)NeuAc(1)Fuc(1),0,Complex/Hybrid,2627.9464,1,1,0.006
ID112496_Pool03_MA10140C_6010_031524,Hex(5)HexNAc(4)NeuAc(2)Fuc(3),0,Complex/Hybrid,2642.9461,3,3,0.027
ID112496_Pool03_MA10140C_6010_031524,Hex(6)HexNAc(5)NeuAc(2)Fuc(1),0,Complex/Hybrid,2715.9624,22,39,1.3727
ID112496_Pool03_MA10140C_6010_031524,Hex(6)HexNAc(5)NeuAc(1)Fuc(3),0,Complex/Hybrid,2716.9828,6,7,0.035
ID112496_Pool03_MA10140C_6010_031524,Hex(8)HexNAc(5)NeuAc(1)Fuc(1),0,Complex/Hybrid,2748.9727,1,1,0.0014
ID112496_Pool03_MA10140C_6010_031524,Hex(5)HexNAc(6)NeuAc(1)Fuc(3),0,Complex/Hybrid,2758.0094,1,1,0.0056
ID112496_Pool03_MA10140C_6010_031524,Hex(5)HexNAc(4)NeuAc(2)Fuc(4),0,Complex/Hybrid,2789.004,1,1,0.0048
ID112496_Pool03_MA10140C_6010_031524,Hex(7)HexNAc(6)NeuAc(1)Fuc(1),0,Complex/Hybrid,2789.9992,3,3,0.0235
ID112496_Pool03_MA10140C_6010_031524,Hex(7)HexNAc(4)NeuAc(2)Fuc(2),0,Complex/Hybrid,2820.9938,2,2,0.0013
ID112496_Pool03_MA10140C_6010_031524,Hex(6)HexNAc(5)NeuAc(2)Fuc(2),0,Complex/Hybrid,2862.0203,16,21,0.1856
ID112496_Pool03_MA10140C_6010_031524,Hex(7)HexNAc(5)NeuAc(2)Fuc(1),0,Complex/Hybrid,2878.0152,1,1,0.0022
ID112496_Pool03_MA10140C_6010_031524,Hex(6)HexNAc(6)NeuAc(2)Fuc(1),0,Complex/Hybrid,2919.0418,1,1,0.0068
ID112496_Pool03_MA10140C_6010_031524,Hex(7)HexNAc(6)NeuAc(1)Fuc(2),0,Complex/Hybrid,2936.0571,2,2,0.2258
ID112496_Pool03_MA10140C_6010_031524,Hex(8)HexNAc(6)NeuAc(1)Fuc(1),0,Complex/Hybrid,2952.052,3,3,0.0095
ID112496_Pool03_MA10140C_6010_031524,Hex(5)HexNAc(5)NeuAc(3)Fuc(2),0,Complex/Hybrid,2991.0629,3,4,0.014
ID112496_Pool03_MA10140C_6010_031524,Hex(7)HexNAc(7)NeuAc(1)Fuc(1),0,Complex/Hybrid,2993.0786,1,1,0.002
ID112496_Pool03_MA10140C_6010_031524,Hex(6)HexNAc(5)NeuAc(3)Fuc(1),0,Complex/Hybrid,3007.0578,35,69,7.924
ID112496_Pool03_MA10140C_6010_031524,Hex(6)HexNAc(5)NeuAc(2)Fuc(3),0,Complex/Hybrid,3008.0782,4,4,0.063
ID112496_Pool03_MA10140C_6010_031524,Hex(7)HexNAc(5)NeuAc(2)Fuc(2),0,Complex/Hybrid,3024.0731,12,17,0.146
ID112496_Pool03_MA10140C_6010_031524,Hex(7)HexNAc(6)NeuAc(2)Fuc(1),0,Complex/Hybrid,3081.0946,8,13,0.2758
ID112496_Pool03_MA10140C_6010_031524,Hex(6)HexNAc(5)NeuAc(3)Fuc(2),0,Complex/Hybrid,3153.1157,16,22,0.3412
ID112496_Pool03_MA10140C_6010_031524,Hex(6)HexNAc(5)NeuAc(2)Fuc(4),0,Complex/Hybrid,3154.1361,2,2,0.0065
ID112496_Pool03_MA10140C_6010_031524,Hex(8)HexNAc(7)NeuAc(1)Fuc(1),0,Complex/Hybrid,3155.1314,3,3,0.0225
ID112496_Pool03_MA10140C_6010_031524,Hex(7)HexNAc(6)NeuAc(2)Fuc(2),0,Complex/Hybrid,3227.1525,4,5,0.0306
ID112496_Pool03_MA10140C_6010_031524,Hex(7)HexNAc(6)NeuAc(1)Fuc(4),0,Complex/Hybrid,3228.1729,2,2,0.0019
ID112496_Pool03_MA10140C_6010_031524,Hex(8)HexNAc(6)NeuAc(2)Fuc(1),0,Complex/Hybrid,3243.1474,2,2,0.0331
ID112496_Pool03_MA10140C_6010_031524,Hex(7)HexNAc(7)NeuAc(1)Fuc(3),0,Complex/Hybrid,3285.1944,1,1,0.0047
ID112496_Pool03_MA10140C_6010_031524,Hex(6)HexNAc(5)NeuAc(3)Fuc(3),0,Complex/Hybrid,3299.1736,2,2,0.0015
ID112496_Pool03_MA10140C_6010_031524,Hex(8)HexNAc(7)NeuAc(1)Fuc(2),0,Complex/Hybrid,3301.1893,1,1,0.0211
ID112496_Pool03_MA10140C_6010_031524,Hex(6)HexNAc(6)NeuAc(2)Fuc(4),0,Complex/Hybrid,3357.2155,1,1,6.00E-04
ID112496_Pool03_MA10140C_6010_031524,Hex(8)HexNAc(8)NeuAc(1)Fuc(1),0,Complex/Hybrid,3358.2107,1,1,0.0081
ID112496_Pool03_MA10140C_6010_031524,Hex(7)HexNAc(6)NeuAc(3)Fuc(1),0,Complex/Hybrid,3372.19,7,13,0.5659
ID112496_Pool03_MA10140C_6010_031524,Hex(7)HexNAc(6)NeuAc(2)Fuc(3),0,Complex/Hybrid,3373.2104,1,1,7.00E-04
ID112496_Pool03_MA10140C_6010_031524,Hex(8)HexNAc(6)NeuAc(1)Fuc(4),0,Complex/Hybrid,3390.2257,1,2,0.0225
ID112496_Pool03_MA10140C_6010_031524,Hex(8)HexNAc(7)NeuAc(2)Fuc(1),0,Complex/Hybrid,3446.2268,2,2,0.033
ID112496_Pool03_MA10140C_6010_031524,Hex(8)HexNAc(7)NeuAc(1)Fuc(3),0,Complex/Hybrid,3447.2472,1,1,9.00E-04
ID112496_Pool03_MA10140C_6010_031524,Hex(7)HexNAc(6)NeuAc(3)Fuc(2),0,Complex/Hybrid,3518.2479,7,9,0.1339
ID112496_Pool03_MA10140C_6010_031524,Hex(9)HexNAc(8)NeuAc(1)Fuc(1),0,Complex/Hybrid,3520.2636,2,2,0.0106
ID112496_Pool03_MA10140C_6010_031524,Hex(8)HexNAc(6)NeuAc(3)Fuc(1),0,Complex/Hybrid,3534.2428,1,1,0.0234
ID112496_Pool03_MA10140C_6010_031524,Hex(8)HexNAc(6)NeuAc(2)Fuc(3),0,Complex/Hybrid,3535.2632,1,2,0.0039
ID112496_Pool03_MA10140C_6010_031524,Hex(9)HexNAc(6)NeuAc(2)Fuc(2),0,Complex/Hybrid,3551.2581,1,1,0.0037
ID112496_Pool03_MA10140C_6010_031524,Hex(8)HexNAc(7)NeuAc(2)Fuc(2),0,Complex/Hybrid,3592.2847,1,1,0.0041
ID112496_Pool03_MA10140C_6010_031524,Hex(7)HexNAc(6)NeuAc(4)Fuc(1),0,Complex/Hybrid,3663.2854,11,15,0.6836
ID112496_Pool03_MA10140C_6010_031524,Hex(7)HexNAc(6)NeuAc(3)Fuc(3),0,Complex/Hybrid,3664.3058,3,3,0.0584
ID112496_Pool03_MA10140C_6010_031524,Hex(8)HexNAc(6)NeuAc(3)Fuc(2),0,Complex/Hybrid,3680.3007,1,1,0.0153
ID112496_Pool03_MA10140C_6010_031524,Hex(8)HexNAc(6)NeuAc(2)Fuc(4),0,Complex/Hybrid,3681.3211,2,3,0.0044
ID112496_Pool03_MA10140C_6010_031524,Hex(7)HexNAc(7)NeuAc(2)Fuc(4),0,Complex/Hybrid,3722.3477,1,1,0.0065
ID112496_Pool03_MA10140C_6010_031524,Hex(8)HexNAc(7)NeuAc(3)Fuc(1),0,Complex/Hybrid,3737.3222,3,5,0.0599
ID112496_Pool03_MA10140C_6010_031524,Hex(8)HexNAc(7)NeuAc(2)Fuc(3),0,Complex/Hybrid,3738.3426,1,2,0.0178
ID112496_Pool03_MA10140C_6010_031524,Hex(7)HexNAc(6)NeuAc(4)Fuc(2),0,Complex/Hybrid,3809.3433,5,7,0.1516
ID112496_Pool03_MA10140C_6010_031524,Hex(8)HexNAc(7)NeuAc(2)Fuc(4),0,Complex/Hybrid,3884.4005,1,1,0.0026
ID112496_Pool03_MA10140C_6010_031524,Hex(7)HexNAc(6)NeuAc(3)Fuc(5),0,Complex/Hybrid,3956.4216,1,1,0.0081
ID112496_Pool03_MA10140C_6010_031524,Hex(8)HexNAc(7)NeuAc(4)Fuc(1),0,Complex/Hybrid,4028.4176,1,1,0.0257
ID112496_Pool03_MA10140C_6010_031524,Hex(9)HexNAc(8)NeuAc(3)Fuc(1),0,Complex/Hybrid,4102.4544,1,1,0.0075
